Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_n,CryoSleep_n,Destination_n,VIP_n,total_consumed,total_consumed_2,been_in_RoomService,been_in_Spa,been_in_VRDeck,been_in_FoodCourt,been_in_ShoppingMall,total_consumed_3,has_consumed_high,has_consumed_low,Transported_n
27.0,555.0,0.0,744.0,0.0,0.0,2,1,0,0,1299.0,1,1,0,0,0,1,1,1,1,0
26.0,18.0,84.0,93.0,886.0,289.0,0,1,2,0,1370.0,3,1,1,1,1,1,2,1,1,0
16.0,1095.0,0.0,54.0,0.0,0.0,2,1,0,0,1149.0,1,1,0,0,0,1,1,1,1,0
44.0,2956.0,0.0,10.0,12.0,692.0,2,1,1,0,3670.0,3,1,1,1,0,1,1,1,1,0
62.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
48.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
37.0,210.0,3.0,601.0,1.0,68.0,0,1,0,0,883.0,3,1,1,1,1,1,2,1,1,0
21.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
18.0,467.0,941.0,0.0,0.0,0.0,0,1,0,0,1408.0,1,1,0,0,1,0,1,1,1,0
17.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
22.0,45.0,1096.0,148.0,1377.0,1.0,0,1,0,0,2667.0,3,1,1,1,1,1,2,1,1,0
20.0,0.0,219.0,0.0,5.0,3283.0,1,1,0,0,3507.0,2,0,1,1,1,0,1,1,1,0
16.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
38.0,222.89785157787045,1501.0,219.0,470.0,173.0,1,1,0,0,2585.8978515778704,3,1,1,1,1,1,2,1,1,0
20.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
11.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
52.0,1279.0,0.0,1061.0,359.0,0.0,2,1,1,0,2699.0,2,1,1,0,0,1,1,1,1,0
22.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
34.0,3186.0,687.0,73.0,308.4769036733407,828.0,1,1,0,0,5082.4769036733405,3,1,1,1,1,1,2,1,1,0
26.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
5.0,222.89785157787045,0.0,0.0,0.0,0.0,1,0,1,0,222.89785157787045,1,1,0,0,0,0,0,1,0,1
32.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,1.0,7.0,56.0,613.0,0.0,0,1,2,0,677.0,2,1,1,0,1,1,2,1,1,1
23.0,0.0,0.0,206.0,681.0,31.0,0,1,0,0,918.0,2,0,1,1,0,1,1,1,1,0
29.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
28.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
51.0,6.0,0.0,0.0,0.0,1164.0,0,1,0,0,1170.0,2,1,0,1,0,0,0,1,0,1
46.0,0.0,557.0,0.0,287.0,781.0,0,1,0,0,1625.0,2,0,1,1,1,0,1,1,1,0
35.0,202.0,1309.0,60.0,0.0,0.0,0,1,0,0,1571.0,1,1,0,0,1,1,2,1,1,1
50.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
18.0,622.0,53.0,8.0,47.0,39.0,0,1,0,0,769.0,3,1,1,1,1,1,2,1,1,0
15.0,358.0,212.0,33.0,0.0,112.0,0,1,0,0,715.0,2,1,0,1,1,1,2,1,1,0
25.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
15.0,320.0,36.0,5.0,0.0,640.0,0,1,0,0,1001.0,2,1,0,1,1,1,2,1,1,0
22.0,1299.0,0.0,0.0,0.0,0.0,2,1,0,0,1299.0,1,1,0,0,0,0,0,1,0,0
43.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
21.0,110.0,0.0,166.0,2412.0,0.0,2,1,0,0,2688.0,2,1,1,0,0,1,1,1,1,0
18.0,0.0,743.0,0.0,40.0,20.0,0,1,0,0,803.0,2,0,1,1,1,0,1,1,1,0
36.0,33.0,451.96167494677076,0.0,12767.0,1193.0,1,1,0,-1,14444.961674946771,3,1,1,1,1,0,1,1,1,0
25.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
30.0,148.0,0.0,0.0,619.0,34.0,0,1,0,0,801.0,3,1,1,1,0,0,0,1,0,1
76.0,0.0,2732.0,422.0,16594.0,330.0,1,1,1,0,20078.0,2,0,1,1,1,1,2,1,1,0
23.0,0.0,592.0,0.0,345.0,810.0,1,1,0,0,1747.0,2,0,1,1,1,0,1,1,1,0
12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1
25.0,1.0,0.0,38.0,7.0,740.0,0,1,0,0,786.0,3,1,1,1,0,1,1,1,1,0
2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
46.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
27.0,0.0,630.0,0.0,71.0,0.0,0,1,1,0,701.0,1,0,1,0,1,0,1,1,1,1
0.0,0.0,0.0,174.90603284902085,0.0,0.0,2,1,0,0,174.90603284902085,0,0,0,0,0,1,1,0,1,1
30.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
23.0,463.0,0.0,658.0,0.0,0.0,2,-1,0,0,1121.0,1,1,0,0,0,1,1,1,1,0
29.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
27.0,0.0,451.96167494677076,192.0,38.0,599.0,0,1,0,0,1280.9616749467707,2,0,1,1,1,1,2,1,1,0
22.0,0.0,297.0,3.0,676.0,2924.0,1,1,0,0,3900.0,2,0,1,1,1,1,2,1,1,0
52.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
53.0,751.0,0.0,174.90603284902085,7.0,0.0,0,1,0,0,932.9060328490209,2,1,1,0,0,1,1,1,1,0
38.0,622.0,1319.0,42.0,1.0,444.0,0,1,0,0,2428.0,3,1,1,1,1,1,2,1,1,0
48.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
17.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
20.0,0.0,420.0,210.0,0.0,0.0,0,1,0,0,630.0,0,0,0,0,1,1,2,0,1,1
26.0,0.0,823.0,0.0,1821.0,1508.0,1,1,0,0,4152.0,2,0,1,1,1,0,1,1,1,0
11.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
29.0,0.0,0.0,702.0,0.0,56.0,0,1,0,0,758.0,1,0,0,1,0,1,1,1,1,0
28.771968503937007,31.0,536.0,595.0,33.0,0.0,0,1,2,0,1195.0,2,1,1,0,1,1,2,1,1,0
26.0,0.0,533.0,2119.0,10.0,504.0,1,1,0,0,3166.0,2,0,1,1,1,1,2,1,1,1
40.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
26.0,1189.0,0.0,632.0,0.0,0.0,2,1,0,0,1821.0,1,1,0,0,0,1,1,1,1,0
31.0,0.0,998.0,103.0,15255.0,432.0,1,1,0,1,16788.0,2,0,1,1,1,1,2,1,1,0
57.0,4.0,0.0,702.0,37.0,0.0,0,1,0,0,743.0,2,1,1,0,0,1,1,1,1,0
36.0,241.0,0.0,670.0,0.0,0.0,2,1,2,0,911.0,1,1,0,0,0,1,1,1,1,0
59.0,1678.0,451.96167494677076,0.0,0.0,0.0,2,1,0,0,2129.961674946771,1,1,0,0,1,0,1,1,1,0
45.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
54.0,1763.0,0.0,11.0,0.0,0.0,2,1,0,0,1774.0,1,1,0,0,0,1,1,1,1,0
18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
23.0,31.0,0.0,1247.0,0.0,47.0,2,1,0,0,1325.0,2,1,0,1,0,1,1,1,1,0
17.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
55.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
29.0,0.0,0.0,0.0,0.0,0.0,1,0,1,-1,0.0,0,0,0,0,0,0,0,0,0,0
50.0,0.0,104.0,6.0,1940.0,1.0,0,-1,0,0,2051.0,2,0,1,1,1,1,2,1,1,0
30.0,1770.0,0.0,0.0,13.0,0.0,2,1,0,0,1783.0,2,1,1,0,0,0,0,1,0,0
46.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
41.0,35.0,6103.0,0.0,180.0,160.0,1,1,1,0,6478.0,3,1,1,1,1,0,1,1,1,1
24.0,0.0,94.0,1.0,56.0,427.0,0,1,1,0,578.0,2,0,1,1,1,1,2,1,1,0
13.0,483.0,0.0,28.0,375.0,0.0,0,1,1,0,886.0,2,1,1,0,0,1,1,1,1,0
55.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
27.0,0.0,16250.0,2332.0,2442.0,1152.0,1,1,0,0,22176.0,2,0,1,1,1,1,2,1,1,0
26.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
9.0,0.0,0.0,0.0,0.0,0.0,0,1,-1,0,0.0,0,0,0,0,0,0,0,0,0,0
51.0,511.0,0.0,291.0,4212.0,0.0,2,1,0,1,5014.0,2,1,1,0,0,1,1,1,1,0
18.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
15.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-1,0.0,0,0,0,0,0,0,0,0,0,0
29.0,149.0,1704.0,0.0,7402.0,14.0,1,1,1,1,9269.0,3,1,1,1,1,0,1,1,1,0
26.0,6.0,5903.0,0.0,240.0,72.0,-1,1,0,0,6221.0,3,1,1,1,1,0,1,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
26.0,1033.0,172.0,26.0,0.0,518.0,2,1,0,1,1749.0,2,1,0,1,1,1,2,1,1,0
37.0,10.0,557.0,51.0,83.0,0.0,0,1,0,0,701.0,2,1,1,0,1,1,2,1,1,0
36.0,83.0,1186.0,0.0,2160.0,736.0,1,1,0,0,4165.0,3,1,1,1,1,0,1,1,1,0
44.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
33.0,0.0,739.0,0.0,140.0,6901.0,1,1,0,0,7780.0,2,0,1,1,1,0,1,1,1,0
39.0,98.0,0.0,125.0,0.0,1082.0,2,1,1,0,1305.0,2,1,0,1,0,1,1,1,1,0
23.0,253.0,0.0,1175.0,3.0,306.7894819713431,0,1,1,0,1737.789481971343,3,1,1,1,0,1,1,1,1,0
26.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
42.0,1.0,0.0,11.0,1185.0,4326.0,0,1,0,0,5523.0,3,1,1,1,0,1,1,1,1,0
27.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
26.0,665.0,76.0,174.90603284902085,1478.0,0.0,2,1,0,0,2393.906032849021,2,1,1,0,1,1,2,1,1,0
54.0,0.0,373.0,174.90603284902085,400.0,3217.0,1,1,0,0,4164.90603284902,2,0,1,1,1,1,2,1,1,0
19.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
48.0,0.0,0.0,790.0,2368.0,1292.0,0,1,0,0,4450.0,2,0,1,1,0,1,1,1,1,0
7.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1
45.0,0.0,2570.0,0.0,1510.0,2777.0,1,1,1,0,6857.0,2,0,1,1,1,0,1,1,1,0
1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
27.0,20.0,0.0,1000.0,36.0,0.0,2,1,0,0,1056.0,2,1,1,0,0,1,1,1,1,1
30.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
49.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
29.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
10.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
32.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
28.0,647.0,1.0,32.0,71.0,140.0,0,1,0,0,891.0,3,1,1,1,1,1,2,1,1,1
24.0,0.0,0.0,93.0,506.0,174.0,0,1,2,0,773.0,2,0,1,1,0,1,1,1,1,0
43.0,1.0,0.0,213.0,7.0,701.0,-1,1,-1,-1,922.0,3,1,1,1,0,1,1,1,1,1
16.0,0.0,0.0,174.90603284902085,0.0,0.0,0,0,0,0,174.90603284902085,0,0,0,0,0,1,1,0,1,0
18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
21.0,0.0,2202.0,9.0,71.0,100.0,0,1,2,0,2382.0,2,0,1,1,1,1,2,1,1,1
14.0,80.0,130.0,0.0,1323.0,0.0,0,1,2,0,1533.0,2,1,1,0,1,0,1,1,1,0
33.0,0.0,1249.0,0.0,4812.0,1116.0,1,-1,1,0,7177.0,2,0,1,1,1,0,1,1,1,0
43.0,0.0,1197.0,0.0,223.0,1.0,0,1,1,0,1421.0,2,0,1,1,1,0,1,1,1,1
28.771968503937007,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
30.0,14.0,12045.0,0.0,2121.0,0.0,1,1,0,0,14180.0,2,1,1,0,1,0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
26.0,1331.0,0.0,973.0,484.0,0.0,-1,1,0,0,2788.0,2,1,1,0,0,1,1,1,1,0
36.0,43.0,314.0,352.0,732.0,3.0,2,1,0,1,1444.0,3,1,1,1,1,1,2,1,1,0
28.0,0.0,14076.0,0.0,928.0,372.0,1,1,0,1,15376.0,2,0,1,1,1,0,1,1,1,1
34.0,0.0,5.0,11.0,62.0,5804.0,1,1,1,0,5882.0,2,0,1,1,1,1,2,1,1,0
35.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
28.0,0.0,180.0,516.0,308.4769036733407,306.7894819713431,0,1,0,0,1311.2663856446839,2,0,1,1,1,1,2,1,1,1
53.0,0.0,1487.0,0.0,67.0,0.0,0,1,0,0,1554.0,1,0,1,0,1,0,1,1,1,0
29.0,0.0,7164.0,0.0,58.0,1.0,1,1,0,0,7223.0,2,0,1,1,1,0,1,1,1,1
27.0,866.0,0.0,0.0,0.0,23.0,0,1,1,0,889.0,2,1,0,1,0,0,0,1,0,0
34.0,865.0,0.0,257.0,308.4769036733407,35.0,2,1,0,0,1465.4769036733408,3,1,1,1,0,1,1,1,1,0
15.0,9.0,731.0,85.0,0.0,537.0,0,1,0,0,1362.0,2,1,0,1,1,1,2,1,1,0
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,306.7894819713431,0,0,0,0,306.7894819713431,1,0,0,1,0,0,0,1,0,0
20.0,0.0,15.0,455.0,95.0,0.0,0,1,0,0,565.0,1,0,1,0,1,1,2,1,1,1
59.0,0.0,0.0,1.0,920.0,1.0,0,1,0,0,922.0,2,0,1,1,0,1,1,1,1,1
31.0,46.0,1935.0,0.0,995.0,1254.0,1,1,0,0,4230.0,3,1,1,1,1,0,1,1,1,0
24.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
27.0,31.0,225.0,331.0,0.0,14.0,0,1,1,0,601.0,2,1,0,1,1,1,2,1,1,0
35.0,0.0,1125.0,429.0,0.0,55.0,0,1,-1,0,1609.0,1,0,0,1,1,1,2,1,1,0
15.0,279.0,354.0,849.0,15.0,48.0,0,1,0,0,1545.0,3,1,1,1,1,1,2,1,1,0
24.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
48.0,0.0,2537.0,87.0,17.0,13.0,1,1,1,1,2654.0,2,0,1,1,1,1,2,1,1,1
17.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
28.771968503937007,0.0,13.0,738.0,0.0,306.7894819713431,0,1,0,0,1057.789481971343,1,0,0,1,1,1,2,1,1,0
26.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
24.0,382.0,0.0,659.0,0.0,0.0,2,1,0,0,1041.0,1,1,0,0,0,1,1,1,1,0
20.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
23.0,0.0,0.0,0.0,0.0,306.7894819713431,1,-1,0,0,306.7894819713431,1,0,0,1,0,0,0,1,0,1
41.0,60.0,3146.0,0.0,12.0,479.0,1,1,1,0,3697.0,3,1,1,1,1,0,1,1,1,0
23.0,62.0,0.0,0.0,1.0,2203.0,0,1,1,0,2266.0,3,1,1,1,0,0,0,1,0,0
32.0,238.0,156.0,3.0,2.0,324.0,0,1,0,0,723.0,3,1,1,1,1,1,2,1,1,0
41.0,85.0,804.0,0.0,0.0,0.0,0,1,0,0,889.0,1,1,0,0,1,0,1,1,1,1
24.0,0.0,0.0,0.0,0.0,0.0,2,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,1
24.0,410.0,0.0,154.0,0.0,125.0,0,1,0,0,689.0,2,1,0,1,0,1,1,1,1,0
22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
42.0,0.0,456.0,1.0,1193.0,3039.0,1,1,0,0,4689.0,2,0,1,1,1,1,2,1,1,0
55.0,0.0,242.0,0.0,479.0,3.0,0,1,0,0,724.0,2,0,1,1,1,0,1,1,1,0
29.0,222.89785157787045,0.0,0.0,0.0,0.0,1,1,0,0,222.89785157787045,1,1,0,0,0,0,0,1,0,0
47.0,0.0,444.0,328.0,56.0,306.7894819713431,0,1,0,0,1134.789481971343,2,0,1,1,1,1,2,1,1,0
30.0,12.0,0.0,0.0,1047.0,40.0,0,1,0,0,1099.0,3,1,1,1,0,0,0,1,0,0
28.771968503937007,0.0,0.0,406.0,298.0,12.0,0,1,0,0,716.0,2,0,1,1,0,1,1,1,1,0
33.0,0.0,26.0,1.0,33.0,2439.0,1,1,1,0,2499.0,2,0,1,1,1,1,2,1,1,0
34.0,0.0,4.0,0.0,685.0,1779.0,1,1,0,1,2468.0,2,0,1,1,1,0,1,1,1,0
15.0,1949.0,2.0,174.90603284902085,0.0,32.0,0,1,0,0,2157.906032849021,2,1,0,1,1,1,2,1,1,0
13.0,645.0,0.0,3.0,281.0,12.0,0,1,0,0,941.0,3,1,1,1,0,1,1,1,1,0
26.0,386.0,0.0,74.0,0.0,1330.0,0,1,1,0,1790.0,2,1,0,1,0,1,1,1,1,0
56.0,0.0,5711.0,0.0,0.0,50.0,1,1,-1,0,5761.0,1,0,0,1,1,0,1,1,1,1
27.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
19.0,0.0,451.96167494677076,0.0,0.0,0.0,0,0,0,0,451.96167494677076,0,0,0,0,1,0,1,0,1,0
24.0,235.0,0.0,1642.0,1042.0,229.0,2,1,0,0,3148.0,3,1,1,1,0,1,1,1,1,0
51.0,106.0,1942.0,115.0,308.4769036733407,0.0,2,1,0,0,2471.4769036733405,2,1,1,0,1,1,2,1,1,0
32.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
24.0,757.0,0.0,0.0,32.0,0.0,0,1,0,0,789.0,2,1,1,0,0,0,0,1,0,0
24.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
31.0,22.0,0.0,174.90603284902085,1.0,524.0,2,1,1,0,721.9060328490209,3,1,1,1,0,1,1,1,1,0
42.0,1.0,8397.0,0.0,0.0,506.0,1,1,0,0,8904.0,2,1,0,1,1,0,1,1,1,1
34.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
18.0,0.0,0.0,174.90603284902085,588.0,0.0,0,1,1,0,762.9060328490209,1,0,1,0,0,1,1,1,1,0
17.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,0.0,1369.0,29.0,662.0,22.0,1,-1,0,0,2082.0,2,0,1,1,1,1,2,1,1,0
15.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
20.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
36.0,0.0,0.0,0.0,308.4769036733407,0.0,1,0,1,0,308.4769036733407,1,0,1,0,0,0,0,1,0,0
29.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
28.771968503937007,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
21.0,0.0,0.0,0.0,787.0,1.0,0,1,0,0,788.0,2,0,1,1,0,0,0,1,0,0
16.0,0.0,0.0,174.90603284902085,0.0,306.7894819713431,0,0,0,0,481.69551482036394,1,0,0,1,0,1,1,1,1,1
45.0,2103.0,6.0,0.0,0.0,0.0,2,1,0,0,2109.0,1,1,0,0,1,0,1,1,1,0
20.0,612.0,154.0,4.0,17.0,0.0,0,1,0,0,787.0,2,1,1,0,1,1,2,1,1,0
59.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
18.0,0.0,0.0,0.0,1565.0,224.0,-1,1,0,0,1789.0,2,0,1,1,0,0,0,1,0,0
28.771968503937007,0.0,17.0,997.0,0.0,0.0,0,1,0,-1,1014.0,0,0,0,0,1,1,2,0,1,0
35.0,576.0,0.0,459.0,22.0,0.0,2,1,0,0,1057.0,2,1,1,0,0,1,1,1,1,0
24.0,12.0,158.0,0.0,0.0,1241.0,0,1,2,0,1411.0,2,1,0,1,1,0,1,1,1,0
20.0,0.0,571.0,82.0,0.0,0.0,0,1,2,0,653.0,0,0,0,0,1,1,2,0,1,0
48.0,0.0,3026.0,34.0,107.0,485.0,1,1,0,0,3652.0,2,0,1,1,1,1,2,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,0.0,5209.0,0.0,22.0,3062.0,1,1,0,0,8293.0,2,0,1,1,1,0,1,1,1,0
39.0,0.0,0.0,174.90603284902085,0.0,0.0,1,0,1,1,174.90603284902085,0,0,0,0,0,1,1,0,1,0
68.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
42.0,887.0,0.0,9.0,6.0,0.0,0,1,0,0,902.0,2,1,1,0,0,1,1,1,1,1
28.0,0.0,6921.0,0.0,29.0,45.0,1,1,0,0,6995.0,2,0,1,1,1,0,1,1,1,1
24.0,17.0,0.0,682.0,0.0,0.0,0,1,0,0,699.0,1,1,0,0,0,1,1,1,1,0
25.0,553.0,0.0,1.0,239.0,8.0,0,1,1,0,801.0,3,1,1,1,0,1,1,1,1,1
28.0,0.0,3238.0,0.0,750.0,2368.0,1,1,1,0,6356.0,2,0,1,1,1,0,1,1,1,0
14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
58.0,0.0,451.96167494677076,0.0,0.0,0.0,2,0,0,0,451.96167494677076,0,0,0,0,1,0,1,0,1,0
49.0,0.0,3853.0,0.0,245.0,178.0,1,1,1,0,4276.0,2,0,1,1,1,0,1,1,1,1
33.0,0.0,0.0,661.0,0.0,94.0,0,1,0,0,755.0,1,0,0,1,0,1,1,1,1,1
35.0,0.0,1.0,0.0,0.0,3156.0,1,1,0,1,3157.0,1,0,0,1,1,0,1,1,1,0
13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
21.0,305.0,0.0,1.0,618.0,2.0,0,1,0,0,926.0,3,1,1,1,0,1,1,1,1,1
28.0,0.0,0.0,0.0,669.0,16.0,0,1,2,0,685.0,2,0,1,1,0,0,0,1,0,0
28.0,1278.0,0.0,31.0,0.0,0.0,2,1,0,0,1309.0,1,1,0,0,0,1,1,1,1,0
31.0,0.0,11003.0,552.0,8157.0,5688.0,1,1,1,1,25400.0,2,0,1,1,1,1,2,1,1,0
27.0,0.0,2588.0,0.0,22.0,2149.0,1,1,0,0,4759.0,2,0,1,1,1,0,1,1,1,0
16.0,222.89785157787045,231.0,569.0,2.0,0.0,0,1,1,0,1024.8978515778704,2,1,1,0,1,1,2,1,1,0
29.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
14.0,834.0,1080.0,3.0,183.0,208.0,0,1,1,0,2308.0,3,1,1,1,1,1,2,1,1,0
35.0,988.0,0.0,830.0,2.0,0.0,2,1,0,0,1820.0,2,1,1,0,0,1,1,1,1,0
32.0,0.0,1001.0,8.0,0.0,0.0,0,1,0,0,1009.0,0,0,0,0,1,1,2,0,1,0
20.0,80.0,580.0,96.0,415.0,0.0,2,1,1,0,1171.0,2,1,1,0,1,1,2,1,1,0
27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
32.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
